Perimeter,Area,MinR,MaxR,Major_axis,Minor_axis,Orientation,Convex_hull_perimeter,Convex_hull_area,Aspect ratio,Circularity,Roundness,Area equivalent diameter,Perimeter equivalent diameter,Compactness,Solidity,Concavity,Convexity,Shape,Shape factor,R factor,Modification ratio,Sphericity,Bounding box area,Rectangularity,Eccentricity,Equiv_elipse_area,Max_feret,Min_feret,Elongation,HU1,HU2,HU3,HU4,HU5,HU6,HU7,FD1,FD2,FD3,FD4
"242,41","1429,5","10,82","28,28","54,35","38,05","162,42","154,84",1702,"1,43","0,31","0,62","42,66","77,16","5,79","0,84","272,5","0,64","41,11","0,7","0,91","0,4","0,38",2280,"0,63","0,29","6497,6","56,57","38,49","1,47","0,66","2,12","3,07","-7,97","-5,68","7,79","4,11","2,13","4,36","13,11","13,91"
"188,51",2284,"21,02","33,36","69,28","42,9","112,73","179,73",2346,"1,61","0,81","0,61","53,93",60,"6,48","0,97",62,"0,95","15,56","0,82","0,83","0,61","0,63",3162,"0,72","0,17","9335,89","66,71","43,83","1,52","0,75","2,23",4,"9,86","6,36","11,29","5,24","4,55","0,84","0,23","27,2"
"196,79",2603,"24,21","32,98","64,38","53,34","58,31","189,23",2685,"1,21","0,84","0,8","57,57","62,64","7,17","0,97",82,"0,96","14,88","0,92","0,94","0,75","0,73",3776,"0,69","0,47","10788,78","65,97","51,83","1,27","0,78","2,99","3,72","-9,95","-6,96","-9,81","5,24","1,17","0,92","1,47","28,35"
"194,41","2536,5","24,17","32,08","62,94","52,22","51,71","185,56","2588,5","1,21","0,84","0,82","56,83","61,88","7,16","0,98",52,"0,95","14,9","0,97","0,94","0,77","0,75",3480,"0,73","0,56","10325,56","63,82","52,92","1,21","0,78","2,93","3,6","10,07","6,98","-10,76","5,51","2,14","1,62","0,14","28,51"
"184,02",2016,"20,62","33,52","63,46","43,19","151,81","175,47",2085,"1,47","0,75","0,64","50,66","58,58","6,36","0,97",69,"0,95","16,8","0,73","0,88","0,65","0,62",2898,"0,7","0,19","8609,85","66,61","43,41","1,53","0,74","2,32","3,07","7,89","5,42","8,27","4,21","4,28","2,27","1,2","25,1"
"159,54",1343,"14,42","31,18","59,85","29,29","20,45","151,37","1447,5","2,04","0,66","0,48","41,35","50,78","5,35","0,93","104,5","0,95","18,95","0,59","0,81","0,48","0,46",2196,"0,61","0,36","5506,67","62,36","32,26","1,93","0,67","1,74","3,13","7,48","4,87","-8,2","3,94","6,24","1,43","0,54","21,4"
"245,18","2556,5","23,02","32,55","59,86","56,63","168,51","194,18","2869,5","1,06","0,53","0,91","57,05","78,04","7,37","0,89",313,"0,79","23,51","0,95","1,03","0,77","0,71",4030,"0,63","0,63","10648,3","64,5","57,87","1,11","0,77","4,54","5,19","-9,65","-8,2","-10,35","4,7","1,38","1,72","7,33","26,32"
"191,92","2172,5","20,51","32,27","60,02","51,44","39,24","181,82",2327,"1,17","0,74","0,77","52,59","61,09","6,79","0,93","154,5","0,95","16,96","0,95","0,96","0,68","0,64",3190,"0,68","0,46","9700,05","62,24","52,14","1,19","0,76","2,72","3,03","-8,94","-6,33","-9,43","4,94","1,74","3,22","2,97","26,22"
"189,1","1759,5","16,26","33,98","68,08",40,"64,79","177,12",1993,"1,7","0,62","0,48","47,33","60,19","5,74","0,88","233,5","0,94","20,32","0,81","0,83","0,48","0,48",2832,"0,62","0,1","8554,42","67,96","43,17","1,57","0,66","1,87","2,46","6,3","4,34","-7,06","3,37","6,02","3,66","1,05","24,43"
"174,99",2031,"21,26","31,33","60,26","43,94","158,43","167,97","2082,5","1,37","0,83","0,71","50,85","55,7","6,55","0,98","51,5","0,96","15,08","0,79","0,89","0,71","0,68",2928,"0,69","0,08","8317,46","62,64","44,46","1,41","0,77","2,55","4,44","10,6","6,91","-10,67","5,51","3,28","0,55","0,39","25,64"
"351,08",1587,"9,49","32,05","55,76","44,15","37,8","180,46",2403,"1,26","0,16","0,65","44,95","111,75","6,02","0,66",816,"0,51","77,67","0,85","1,03","0,34","0,3",3060,"0,52","0,23","7734,46","64,08",49,"1,31","0,57","2,1","3,22","7,62","5,3","-6,87","3,51","4,59","4,15","9,61","17,28"
"215,38","3071,5","24,7","36,12","72,36","54,22","54,29","204,4","3143,5","1,33","0,83","0,75","62,54","68,56","7,35","0,98",72,"0,95","15,1","0,96","0,9","0,68","0,68",4420,"0,69","0,38","12327,44","72,2","54,11","1,33","0,78","2,64","4,44","-12,06","-8,05","-12,3","6,52","3,34","0,7","0,02","31,37"
"184,99",2300,"21,93","31,9","64,31","47,82","106,77","177,57","2346,5","1,34","0,84","0,71","54,12","58,89","6,75","0,98","46,5","0,96","14,88","0,85","0,88","0,68","0,69",3172,"0,73","0,26","9661,31","63,6","48,35","1,32","0,77","2,58","3,63",10,"6,86","-9,91","5,32","3,14","1,43","0,35","27,22"
"176,99",1913,17,"31,65","67,38","36,85","59,22","169,17","1996,5","1,83","0,77","0,54","49,35","56,34","6,01","0,96","83,5","0,96","16,38","0,85","0,8","0,5","0,54",3060,"0,63","0,07","7801,6","63,29","37,71","1,68","0,72","2,01","3,73","-9,91","-6,64","-9,21","4,89","4,28","1,17","1,84","23,78"
"176,02",1985,"20,4","31,86","65,64","40,25","1,82","168,47",2022,"1,63","0,81","0,59","50,27","56,03","6,21","0,98",37,"0,96","15,61","0,67","0,82","0,62","0,64",2752,"0,72","0,06","8299,27","63,64","42,8","1,49","0,75","2,32","3,43","8,72","5,88","8,96","4,63","4,19","1,59","0,7","25,44"
"166,85",1767,"18,11","30,01","60,77","39,89","175,28","159,7",1818,"1,52","0,8","0,61","47,43","53,11","6,08","0,97",51,"0,96","15,76","0,68","0,84","0,6","0,6",2460,"0,72","0,4","7616,17","60,02","46,05","1,3","0,75","2,34","3,26","-9,11","-6,17","8,78","4,74","3,74","1,83","0,73","23,96"
"177,78","1738,5","18,36","33,35","67,51","35,39","11,5","168,44",1840,"1,91","0,69","0,49","47,05","56,59","5,73","0,94","101,5","0,95","18,18","0,61","0,79","0,54","0,55",2640,"0,66","0,16","7505,36","66,71","38,98","1,71","0,7","1,95","2,82","6,8","4,57","7,82","3,59","6,11","2,03",4,"23,39"
"202,31",2791,"25,46","34,09","67,76","53,45","67,51","193,77","2862,5","1,27","0,86","0,77","59,61","64,4","7,24","0,98","71,5","0,96","14,66","0,87","0,91","0,75","0,75",3886,"0,72","0,44","11378,3","68,15","53,72","1,27","0,78","2,81","3,97","10,86","7,46","-10,23","5,49","2,73","1,06","0,49","29,89"
"192,27","2418,5","22,2","33,9","67,75",47,"33,41","183,57",2475,"1,44","0,82","0,67","55,49","61,2","6,74","0,98","56,5","0,95","15,28",1,"0,86","0,66","0,65",3249,"0,74","0,21","10003,9","67,8","48,42","1,4","0,77","2,5","3,87","-12,02","-7,97","10,83","5,93","1,77","0,97","2,77","26,74"
"188,65",2379,"23,6","31,29","60,23","51,06","107,79","178,71",2428,"1,18","0,84","0,84","55,04","60,05","7,09","0,98",49,"0,95","14,96","0,9","0,94","0,78","0,75",3472,"0,69","0,98","9661,54","62,1","51,21","1,21","0,79","3,13","3,72","10,73","7,98","10,39","5,66","1,69","1,38","0,27","27,58"
"170,95","1832,5","18,38","30,21","61,61","38,37","168,35","163,13","1887,5","1,61","0,79","0,61","48,3","54,42","6,15","0,97",55,"0,95","15,95","0,69","0,84","0,6","0,61",2562,"0,72","0,03","7427,16","60,41","38,98","1,55","0,74","2,18","4,23","9,93","6,3","11,35","5,21","4,44","0,5","0,46","24,43"
"217,82",2309,"20,59","32,5","61,65","48,69","161,98","182,34",2496,"1,27","0,61","0,77","54,22","69,34","6,91","0,93",187,"0,84","20,55","0,87","0,94","0,67","0,63",3120,"0,74","0,43","9430,03",65,"50,61","1,28","0,77","2,8","3,99","-10,09","-7,16","-9,63","5,07","1,65","0,57","4,71","25,9"
"175,44","1860,5","19,24","30,36","59,79","40,92","11,59","165,36","1925,5","1,46","0,76","0,66","48,67","55,84","6,29","0,97",65,"0,94","16,54","0,75","0,88","0,64","0,63",2596,"0,72","0,16","7686,51","59,91","44,27","1,35","0,76","2,45","3,34","9,02","6,15","9,19","4,84","3,35","1,85","0,04","24,6"
"189,44","2339,5","22,56","32,01","62,75","47,47","7,24","179,62",2393,"1,32","0,82","0,76","54,58","60,3","6,89","0,98","53,5","0,95","15,34","0,78","0,91","0,72","0,7",3200,"0,73","0,22","9358,89","63,64","46,85","1,36","0,77","2,66","3,66","-10,83","-7,17","9,6","5,18","3,02","1,42","0,57","27,44"
"168,51",1962,"22,56","27,58","52,76","47,45","162,1","161,15",1997,"1,11","0,87","0,9","49,98","53,64","6,88","0,98",35,"0,96","14,47","0,91","0,97","0,86","0,82",2750,"0,71","0,43","7865,55","54,74","47,8","1,15","0,79","3,51","3,9","11,68","10,78","-11,11","6,1","1,31","0,61","0,58","24,75"
"169,54",1912,"20,52","30,21","60,14","41,28","18,98","162,68",1955,"1,46","0,84","0,67","49,34","53,97","6,36","0,98",43,"0,96","15,03","0,74","0,86","0,68","0,68",2394,"0,8","0,03","7799,04","60,42","42,49","1,42","0,76","2,42","3,83","9,77","6,5","10,07","5,2","3,47","0,94","0,24","24,85"
"189,44","2318,5",22,"32,19","63,75","50,27","113,62","180,7",2384,"1,27","0,81","0,73","54,33","60,3","6,8","0,97","65,5","0,95","15,48","0,93","0,9","0,69","0,68",3021,"0,77","0,26","10068,05","63,6","50,99","1,25","0,77","2,95","3,23","-10,25","-7,23","-10,95","5,75","1,46","2,24","4,73","26,62"
"166,95","1647,5","16,55","30,54","59,72","36,79",61,"158,13","1743,5","1,62","0,74","0,59","45,8","53,14","5,93","0,94",96,"0,95","16,92","0,92","0,84","0,55","0,54",2496,"0,66","0,07","6903,1","61,07","36,68","1,66","0,74","2,17","4,11","9,87","6,36","9,92","5,12","4,4","0,64","0,24","23,25"
"330,15","1748,5","7,07","32,01","58,55","45,63","5,95","178,43","2389,5","1,28","0,2","0,65","47,18","105,09","6,17","0,73",641,"0,54","62,34","0,78","0,97","0,24","0,22",3200,"0,55","0,32","8392,89","63,95","51,05","1,25","0,6","2,34","3,44","-8,18","-5,14","7,69","3,97","6,29","4,58","12,83","14,43"
"187,58","2232,5","20,59","33,87","66,05","44,43","83,87","179,32",2281,"1,49","0,8","0,65","53,32","59,71","6,56","0,98","48,5","0,96","15,76","0,71","0,86","0,62","0,61",3264,"0,68","0,15","9218,65","67,74","45,35","1,49","0,75","2,31","3,48","-9,54","-6,32","-9,61","5,12","4,34","1,68","3,17","26,42"
"184,65",1981,"16,76","33,72","70,98","37,85","143,06","175,86","2132,5","1,88","0,73","0,5","50,22","58,78","5,96","0,93","151,5","0,95","17,21","0,93","0,79","0,47","0,5",3132,"0,63","0,17","8440,66","67,42","37,74","1,79","0,69","1,85","4,2","9,91","6,16","10,08","5,15","6,27","0,57","0,4","25,59"
"191,92","2293,5","21,59","32,61","63,32","46,94","94,61","180,7","2395,5","1,35","0,78","0,73","54,04","61,09","6,79","0,96",102,"0,94","16,06","0,78","0,91","0,68","0,66",3315,"0,69","0,4","9338,61","64,63","47,48","1,36","0,77","2,54","3,72","10,12","6,85","-10,08","5,39","3,17","1,46",2,"26,82"
"180,27","2153,5","21,92","30,67","58,84","50,68","109,46",174,"2211,5","1,16","0,83","0,79","52,36","57,38","6,83","0,97",58,"0,97","15,09","0,83","0,94","0,75","0,71",2891,"0,74","0,67","9368,62","60,17","49,21","1,22","0,77","2,82","3,28","9,39","6,61","-9,99","5,16","2,44","2,08","0,3","26,35"
"181,58","1794,5","17,68","30,93","54,39","47,36","32,61","169,57","1979,5","1,15","0,68","0,77","47,8","57,8","6,48","0,91",185,"0,93","18,37","0,89","0,99","0,65","0,57",2907,"0,62","0,79","8091,84","61,33","46,07","1,33","0,73","2,71","2,67","-8,59","-6,35","-8,33","4,63","2,5","3,62","0,47","24,21"
"185,24","2283,5","23,26","31,57","61,67","48,59","35,53","176,59",2329,"1,27","0,84","0,76","53,92","58,96","6,87","0,98","45,5","0,95","15,03","0,97","0,91","0,75","0,74",3248,"0,7","0,35","9414,17","63,13","48,8","1,29","0,78","2,88","3,84","11,19","-7,42","10,15","5,49","2,43","1,27","0,6","27,11"
"173,54",1901,"19,92","31,34","64,23","38,79","172,19","166,16","1977,5","1,66","0,79","0,59","49,2","55,24","6,14","0,96","76,5","0,96","15,84","0,65","0,82","0,62","0,64",2583,"0,74","0,05","7827,9","62,65","41,92","1,49","0,74","2,14","3,64","8,81","5,73","10,25","4,66","4,7","1,08","0,38","24,89"
"194,17",2304,"20,62","36,88","73,87","41,6","134,69","185,38",2376,"1,78","0,77","0,54","54,16","61,81","6,3","0,97",72,"0,95","16,36","0,97","0,8","0,56","0,56",3480,"0,66","0,01","9655,69","73,76","43,5","1,7","0,73","2,07","3,55","8,83","6,01","8,75","4,57","5,83","1,36","0,82","27,56"
"171,54",1814,"17,46","30,83","62,58","37,31","171,51","162,97","1881,5","1,68","0,77","0,59","48,06","54,6","6,08","0,96","67,5","0,95","16,22","0,63","0,83","0,56","0,57",2418,"0,75","0,07","7335,43","61,66","50,54","1,22","0,74","2,12","7,42","17,09",-10,"17,44","8,89","4,72","0,08","0,14","24,34"
"188,27","2291,5","21,95","31,87","65,36","47,17","176,04","179,31",2387,"1,39","0,81","0,68","54,02","59,93","6,68","0,96","95,5","0,95","15,47","0,81","0,87","0,67","0,69",3213,"0,71","0,3","9685,93","63,06","48,7","1,29","0,77","2,71","3,52","9,78","6,7","-9,39","5,06","2,75","1,6","0,64","27,17"
"174,61","1919,5","19,7","30,2","61,17","41,6","174,42","165,61","2001,5","1,47","0,79","0,65","49,44","55,58","6,32","0,96",82,"0,95","15,88","0,74","0,86","0,64","0,65",2745,"0,7","0,26","7994,39","60,41","42,92","1,41","0,75","2,35","3,38","8,77","5,91","-8,81","4,63","3,77","1,6","0,77","24,91"
"153,2",1340,"14,14","29,58","58,56","32,04","43,84","147,38",1417,"1,83","0,72","0,5","41,31","48,76","5,4","0,95",77,"0,96","17,51","0,81","0,8","0,48","0,48",2184,"0,61","0,53","5893,44","59,17","38,22","1,55","0,69","1,88","3,2","8,5","-6,2","8,05","4,29","5,25","1,51","0,51","21,19"
"194,75","2430,5",24,"33,68","63,08","50,53","5,24","184,26","2529,5","1,25","0,81","0,78","55,63","61,99",7,"0,96",99,"0,95","15,61","0,83","0,93","0,76","0,71",3510,"0,69","0,63","10012,5","67,36","51,12","1,32","0,78","3,05","3,84","-12,93","7,65","10,44","5,68","2,26","1,12","0,27","27,98"
"165,3","1111,5","12,08","34,37","68,9","23,55","6,31","154,86",1244,"2,93","0,51","0,3","37,62","52,62","4,53","0,89","132,5","0,94","24,58","0,41","0,72","0,35","0,35",1932,"0,58","0,51","5097,94","68,73","29,09","2,36","0,56","1,35","2,51","5,73","3,75","6,4","2,98","8,72","1,74","1,28","20,46"
"195,82",2538,25,"31,32","60,08","55,66","171,91","186,3","2646,5","1,08","0,83","0,9","56,85","62,33","7,33","0,96","108,5","0,95","15,11","0,94","0,99","0,83","0,8",3596,"0,71","0,6","10505,79","62,17","56,6","1,1","0,79","3,71","3,66","10,43","7,59","11,01","5,72","2,2","1,74","2,17","28,22"
"182,41","1910,5","16,16","34,21","70,84","37,84","39,98","174,7","2059,5","1,87","0,72","0,48","49,32","58,06","5,86","0,93",149,"0,96","17,42","0,98","0,78","0,46","0,47",3080,"0,62","0,13","8421,09","68,41","36,73","1,86","0,68","1,79","3,66","9,18","6,11","-8,64","4,53","6,63",1,"1,1","25,21"
"145,64","1271,5","15,81","26,68","51,79","32,9","5,05","138,35","1343,5","1,57","0,75","0,6","40,24","46,36","5,59","0,95",72,"0,95","16,68","0,66","0,85","0,61","0,59",1855,"0,69","0,56","5353,77","53,37","34,21","1,56","0,74","2,19","3,32","8,1","5,4","-10,22","4,29","3,9","1,36","0,8","20,43"
"179,3","2183,5","22,14","29,45",58,"49,87","28,21","171,95","2254,5","1,16","0,85","0,83","52,73","57,07","6,92","0,97",71,"0,96","14,72","0,96","0,94","0,76","0,75",2808,"0,78","0,53","9088,11","58,9","49,46","1,19","0,79","3,24","4,1","11,2","7,82","12,63","6,1","3,26","1,15","4,68","25,51"
"232,85",1618,"13,34","32,28","66,43","37,72","4,36","171,68","2027,5","1,76","0,37","0,47","45,39","74,12","5,57","0,8","409,5","0,74","33,51","0,63","0,82","0,4","0,41",2665,"0,61","0,07","7871,58","64,5",40,"1,61","0,65","1,96","3,32","-7,83","4,63","-7,14","3,64","2,32","5,55","9,66","19,14"
"202,07","2587,5","21,63","34,91","71,72","46,64","120,26","191,31",2693,"1,54","0,8","0,64","57,4","64,32","6,78","0,96","105,5","0,95","15,78","0,91","0,85","0,6","0,62",3835,"0,67","0,2","10508,29","69,81","47,68","1,46","0,75","2,31","3,93","-10,07","-6,63","10,25","5,35","4,44","0,95","0,45","28,89"
"214,07","2123,5","19,1","32,81","61,03","49,32","13,03","184,59",2498,"1,24","0,58","0,73",52,"68,14","6,66","0,85","374,5","0,86","21,58","0,86","0,96","0,63","0,58",3762,"0,56","0,35","9455,94","65,62","52,77","1,24","0,74","2,61","3,68","-8,86","-6,14","-8,64","4,49","1,1","3,09","4,83","25,32"
"190,12","2380,5","23,19","32,26","62,22","52,01","6,98","182,43",2446,"1,2","0,83","0,78","55,05","60,52","6,98","0,97","65,5","0,96","15,18","0,88","0,93","0,75","0,72",2850,"0,84","0,44","10167,23","64,01","53,58","1,19","0,78","3,24","3,65","10,83","-7,58","-10,53","5,77","1,55","1,65","0,42","27,68"
"169,48",1759,"17,49","30,06","59,14","38,03","144,19","161,64",1829,"1,56","0,77","0,64","47,32","53,95","6,15","0,96",70,"0,95","16,33","0,93","0,87","0,59","0,58",2912,"0,6","0,45","7065,87","60,01","39,38","1,52","0,75","2,26","3,84","-10,3","-7,07","-10,52","5,54","4,06","1,07","0,49","23,98"
"181,78","2138,5","21,84","32,7","63,15","44,25","100,27","174,41",2191,"1,43","0,81","0,68","52,18","57,86","6,57","0,98","52,5","0,96","15,45","0,74","0,88","0,69","0,67",2745,"0,78","0,02","8778,06","65,39","44,45","1,47","0,76","2,41","3,5","8,84",6,"-8,9","4,64","3,94","1,55","0,81","26,3"
"177,34",2092,"22,2","29,54","56,62","48,13","95,9","168,81","2142,5","1,18","0,84","0,83","51,61","56,45","6,86","0,98","50,5","0,95","15,03","0,9","0,95","0,78","0,75",3016,"0,69","0,59","8560,83","57,56","48,61","1,18","0,78","3,22","3,5","10,19","7,21","10,32","5,56","1,47","1,67","0,37","25,87"
"183,54",2119,"20,25","31,49","65,81","45,41","80,19","174,58",2186,"1,45","0,79","0,62","51,94","58,42","6,4","0,97",67,"0,95","15,9","0,88","0,84","0,62","0,64",2850,"0,74","0,06","9387,88","62,65","46,8","1,34","0,76","2,64","3,18","-10,38","-8,25","-9,38","5,19","2,8","2,27","0,29","26,16"
"186,27","2282,5","22,2","31,78","61,59","49,83","177,08","178,5",2354,"1,24","0,83","0,77","53,91","59,29","6,87","0,97","71,5","0,96","15,2","0,79","0,92","0,72","0,7",3150,"0,72","0,45","9642,08","63,56","48,4","1,31","0,77","2,75","3,27","-9,41","-6,62","-9,38","5,07","2,65","2,12","0,35","27,11"
"155,78","1422,5","16,12","30,5","57,51","31,56","170,27","148,43",1478,"1,82","0,74","0,55","42,56","49,59","5,61","0,96","55,5","0,95","17,06","0,57","0,82","0,56","0,53",2135,"0,67","0,28","5702,68",61,"34,88","1,75","0,71","1,95","3,97","8,91","5,6","-9,55","4,61","5,36","0,62","0,54","21,81"
"151,3","1368,5",15,"28,28","56,48","33,71","176,73","145,7",1421,"1,68","0,75","0,55","41,74","48,16","5,55","0,96","52,5","0,96","16,73","0,6","0,82","0,53","0,53",1938,"0,71","0,07","5982,14","56,57","32,47","1,74","0,72","2,05","3,01","-8,21","-5,46","7,91","4,24","4,34","2,67","2,95","20,99"
"169,88",1774,"18,25","29,47","57,5","42,11","172,17","161,63",1903,"1,37","0,77","0,68","47,53","54,08","6,27","0,93",129,"0,95","16,27","0,74","0,89","0,63","0,62",2494,"0,71","0,51","7606,6","58,94","45,87","1,29","0,76","2,5","4,12","11,42","-7,74","11,44","6,15","2,98","1,03","0,89","23,95"
"144,12","1226,5","15,81","27,51","53,53","33,56","26,28","138,32","1266,5","1,6","0,74","0,54","39,52","45,88","5,4","0,97",40,"0,96","16,94","0,66","0,82","0,59","0,57",1855,"0,66","0,99","5643,89","55,03","33,71","1,63","0,73","2,19","3,1","7,82","5,39","-8,12","4,15","4,09","1,9","0,72","20,26"
"178,27","2003,5",20,"33,2","63,91","40,97","70,65","170,46","2058,5","1,56","0,79","0,62","50,51","56,74","6,32","0,97",55,"0,96","15,86","0,71","0,85","0,63","0,6",2835,"0,71","0,1","8225,01","66,41","42,96","1,55","0,74","2,19","3,64","9,07","6,03","9,33","4,79","4,71","1,21","0,38","25,61"
"167,05",1810,20,"27,27","55,74","43,27","8,78","159,21","1888,5","1,29","0,82","0,74","48,01","53,17","6,43","0,96","78,5","0,95","15,42","0,83","0,91","0,72","0,73",2236,"0,81","0,21","7576,95","53,85","48,7","1,11","0,78","2,97","3,66","-9,67","-6,68","9,99","5,2","1,77","1,38","0,96","24,1"
"179,34",2059,"21,02","30,91","64,74","44,54","170,78","172,21",2162,"1,45","0,8","0,63","51,2","57,09","6,36","0,95",103,"0,96","15,62","0,8","0,85","0,65","0,68",2989,"0,69","0,39","9058,45","61,61","48,25","1,28","0,77","2,71","3,3","8,98","6,56","-8,56","4,59","2,78","2,02","1,15","25,79"
"184,27","2155,5",21,"32,07","64,85","44,24","118,11","175,44",2246,"1,47","0,8","0,65","52,39","58,65","6,51","0,96","90,5","0,95","15,75","0,83","0,86","0,65","0,65",3000,"0,72","0,26","9014,12","64,14",46,"1,39","0,75","2,35","3,35","8,72","5,89","8,93","4,65","3,94","1,72","0,7","26,38"
"189,2",2359,"24,7","33,43","63,75","49,14","41,71","181,15","2415,5","1,3","0,83","0,74","54,8","60,22","6,86","0,98","56,5","0,96","15,17","0,92","0,9","0,77","0,74",3186,"0,74","0,36","9840,7","66,85","51,54","1,3","0,78","2,87","3,78","9,56","6,55","10,57","5,11","2,71","1,35","0,8","27,56"
"208,65",2848,"25,08","32,96","67,21","54,78","101,12","196,78",2988,"1,23","0,82","0,8","60,22","66,42","7,35","0,95",140,"0,94","15,29","0,91","0,93","0,75","0,76",3835,"0,74","0,58","11566,8","65,92","56,6","1,16","0,78","2,99","3,76","-9,89","-6,86","10,55","5,33","2,01","1,36","1,17","30,11"
"190,27","2375,5","23,77","34,54","65,71","48,85","23,08","183,79","2415,5","1,35","0,82","0,7",55,"60,56","6,78","0,98",40,"0,97","15,24","0,77","0,89","0,72","0,69",3250,"0,73","0,38","10084,1","69,08","48,92","1,41","0,76","2,52","3,37","8,59","5,86","-9,84","4,6","4,36","2,54","3,22","27,64"
"163,44","1623,5","17,03","30,96","62,28","35,99","30,66","157,18",1683,"1,73","0,76","0,53","45,47","52,02","5,76","0,96","59,5","0,96","16,45","0,79","0,8","0,55","0,55",2464,"0,66","0,13","7040,4","61,91","36,16","1,71","0,72","2,05","3,17","7,94","5,41","8,02","4,16","4,96","2,74","1,15","23,32"
"161,92","1467,5","17,2","27,49","50,72","42,77","66,91","153,67","1640,5","1,19","0,7","0,73","43,23","51,54","6,07","0,89",173,"0,95","17,87","0,89","0,96","0,68","0,63",2592,"0,57","0,23","6815,18","53,94","44,27","1,22","0,74","3,1","2,79","7,5","5,73","-9,18","4,07","1,93","3,19","1,48","21,93"
"166,02",1746,"18,68","29,92","59,19","40,1","2,38","159,08","1791,5","1,48","0,8","0,63","47,15","52,85","6,13","0,97","45,5","0,96","15,79","0,68","0,86","0,63","0,62",2460,"0,71","0,16","7456,41","59,84","39,77","1,5","0,76","2,43","3,3","8,71","6,14","-8,66","4,59","4,89","2,41","0,75","23,94"
"162,12","1521,5","18,36","31,54","60,34","37,08","33,72","156,78",1595,"1,63","0,73","0,53","44,01","51,61","5,67","0,95","73,5","0,97","17,28","0,66","0,83","0,61","0,58",2204,"0,69",0,"7028,07","63,07","38,57","1,64","0,72","2,1","2,95","7,05","4,77","8,33","3,72","2,12","1,4","3,55","20,97"
"164,81","1389,5",13,"31,53","70,25","28,23","2,47","156,1","1511,5","2,49","0,64","0,36","42,06","52,46","5,02","0,92",122,"0,95","19,55","0,48","0,71","0,37","0,41",1860,"0,75","0,45","6229,44","63,06","31,14","2,03","0,64","1,62","3,07","7,36","4,8","-7,42","3,8","6,86","1,42","1,02","21,78"
"152,95","1543,5","18,36","26,75","52,83","38,81","27,36","147,02","1576,5","1,36","0,83","0,7","44,33","48,69","6,1","0,98",33,"0,96","15,16","0,82","0,89","0,69","0,69",2142,"0,72","0,44","6441,68","53,49","39,6","1,35","0,77","2,62","3,42","-9,66","-6,6","9,69","5,21","2,62","1,51","0,32","22,37"
"161,68",1714,"19,31","29,15","57,44","38,97","169,95","155,4",1744,"1,47","0,82","0,66","46,72","51,46","6,16","0,98",30,"0,96","15,25","0,71","0,86","0,67","0,66",2478,"0,69","0,24","7031,95","58,31","40,77","1,43","0,77","2,49","3,62","9,21","6,35","-9,27","4,85","3,26","1,25","0,66","23,58"
"151,64","1544,5","19,92","26,1","50,14","40,63","43,16","145,32",1578,"1,23","0,84","0,78","44,35","48,27","6,26","0,98","33,5","0,96","14,89","0,96","0,92","0,79","0,76",2024,"0,76","0,15","6400,67","52,2","42,43","1,23","0,78","3,01","3,76","9,8","6,79","10,62","5,28","0,74","0,65","0,22","21,92"
"144,81","1412,5","18,03","26,32","49,73","36,24","47,79","139,51","1436,5","1,37","0,85","0,73","42,41","46,09","6,01","0,98",24,"0,96","14,85","0,98","0,89","0,73","0,69",1892,"0,75","0,32","5661,3","52,63","37,8","1,39","0,77","2,53",4,"9,87","6,51","12,07","5,24","0,46","0,68","0,76","20,4"
"156,37",1586,"18,03","28,64","56,8","37,5","35,11","150,72","1622,5","1,51","0,82","0,63","44,94","49,77","5,96","0,98","36,5","0,96","15,42","0,81","0,84","0,63","0,63",2279,"0,7","0,09","6691,44","57,27","37,64","1,52","0,76","2,36","3,64",9,6,"9,43","4,77","3,67","1,19","0,61","22,75"
"148,81","1421,5",18,"25,99","48,25","39,42","23,53","142,37","1477,5","1,22","0,81","0,78","42,54","47,37","6,12","0,96",56,"0,96","15,58","0,83","0,94","0,75","0,69",1920,"0,74","0,65","5975,24","51,97","37,27","1,39","0,77","2,71","3,37","8,87","6,29","-8,75","4,64","2,42","1,55","0,76","21,45"
"133,3","1058,5","14,32","24,48","49,15","29,76","35,84","126,74","1115,5","1,65","0,75","0,56","36,71","42,43","5,24","0,95",57,"0,95","16,79","0,76","0,82","0,58","0,58",1610,"0,66","0,96","4595,58","48,88","31,34","1,56","0,73","2,16","3,24","7,94","5,39","8,09","4,15","3,77","1,75","1,49","18,73"
"138,12","1274,5","17,49","23,76","45,95","36,9","5,58","132,86","1309,5","1,25","0,84","0,77","40,28","43,97","5,94","0,97",35,"0,96","14,97","0,79","0,92","0,76","0,74",1824,"0,7","0,23","5326,78","47,52","39,35","1,21","0,78","2,88","3,52","9,36","6,51","10,05","5,06","1,87","1,27","0,45","20,26"
"177,68",1997,"21,19","29,13","55,76","47,51","22,41","167,97",2112,"1,17","0,79","0,82","50,42","56,56","6,75","0,95",115,"0,95","15,81","0,86","0,96","0,76","0,73",2900,"0,69","0,71","8322,7","58,25","47,98","1,21","0,78","3,3","3,74","11,44","7,78","11,04","6,09","1,4","1,64","2,06","24,81"
